100	100	1268	546
100	100	1223	561
100	100	1305	497
100	100	1245	359
100	100	1313	555
100	100	1272	405
100	100	1312	426
100	100	1309	256
100	100	1293	525
100	100	1237	530
100	100	1186	144
100	100	1300	425
100	100	1266	516
100	100	1311	432
100	100	1261	382
100	100	1268	505
100	100	1247	550
100	100	1242	575
100	100	1271	529
100	100	1251	344
100	100	1186	328
100	100	1249	465
100	100	1270	353
100	100	1268	484
100	100	1263	465
100	100	1287	575
100	100	1201	378
100	100	1320	440
100	100	1354	432
100	100	1281	440
100	100	1170	523
100	100	1241	470
100	100	1172	306
100	100	1298	577
100	100	1235	463
100	100	1307	615
100	100	1257	493
100	100	1259	451
100	100	1214	599
100	100	1224	483
100	100	1173	468
100	100	1172	424
100	100	1276	340
100	100	1293	271
100	100	1386	412
100	100	1292	349
100	100	1344	596
100	100	1215	460
100	100	1361	510
100	100	1281	552
100	100	1299	545
100	100	1308	284
100	100	1304	402
100	100	1294	270
100	100	1235	434
100	100	1253	407
100	100	1216	351
100	100	1342	448
100	100	1218	129
100	100	1211	505
100	100	1382	433
100	100	1229	299
100	100	1407	429
100	100	1272	387
100	100	1392	404
100	100	1236	379
100	100	1252	306
100	100	1268	389
100	100	1282	414
100	100	1309	402
100	100	1297	401
100	100	1241	541
100	100	1395	377
100	100	1349	423
100	100	1344	380
100	100	1321	396
100	100	1168	331
100	100	1251	556
100	100	1252	349
100	100	1265	288
100	100	1152	383
100	100	1274	448
100	100	1295	278
100	100	1217	160
100	100	1386	309
100	100	1168	363
100	100	1331	260
100	100	1252	356
100	100	1262	365
100	100	1323	322
100	100	1188	152
100	100	1312	324
100	100	1203	294
100	100	1199	258
100	100	1307	419
100	100	1291	312
100	100	1227	184
100	100	1336	337
100	100	1153	370
100	100	1231	357
100	100	1278	435
100	100	1248	109
100	100	1207	210
100	100	1124	320
100	100	1293	285
100	100	1206	375
100	100	1308	380
100	100	1257	281
100	100	1240	359
100	100	1337	570
100	100	1263	346
100	100	1159	305
100	100	1233	291
100	100	1280	284
100	100	1367	551
100	100	1369	409
100	100	1287	306
100	100	1304	406
100	100	1277	284
100	100	1434	593
100	100	1333	640
100	100	1293	385
100	100	1328	530
100	100	1358	581
100	100	1272	386
100	100	1210	215
100	100	1282	350
100	100	1350	284
100	100	1168	348
100	100	1306	316
100	100	1280	330
100	100	1264	346
100	100	1437	387
100	100	1314	313
100	100	1254	192
100	100	1182	350
100	100	1298	415
100	100	1266	392
100	100	1243	383
100	100	1293	501
100	100	1208	373
100	100	1289	540
100	100	1348	302
100	100	1378	295
100	100	1437	431
100	100	1323	391
100	100	1350	351
100	100	1233	625
100	100	1176	342
100	100	1383	556
100	100	1231	431
100	100	1431	323
100	100	1140	250
100	100	1273	273
100	100	1202	307
100	100	1234	353
100	100	1248	363
100	100	1164	302
100	100	1261	429
100	100	1389	447
100	100	1304	333
100	100	1199	521
100	100	1202	168
100	100	1254	470
100	100	1181	244
100	100	1223	177
100	100	1212	256
100	100	1255	161
100	100	1170	236
100	100	1265	214
100	100	1294	297
100	100	1123	369
100	100	1220	369
100	100	1288	487
100	100	1254	293
100	100	1326	176
100	100	1278	534
100	100	1318	174
100	100	1232	207
100	100	1161	322
100	100	1148	331
100	100	1196	339
100	100	1206	356
100	100	1204	300
100	100	1214	323
100	100	1190	198
100	100	1208	615
100	100	1300	279
100	100	1250	283
100	100	1246	193
100	100	1157	254
100	100	1356	279
100	100	1315	327
100	100	1289	278
100	100	1300	390
100	100	1223	163
100	100	1201	312
100	100	1217	359
100	100	1277	301
100	100	1148	293
100	100	1223	286
100	100	1210	230
100	100	1140	314
100	100	1139	389
100	100	1323	376
100	100	1263	467
100	100	1230	575
100	100	1308	487
100	100	1271	387
100	100	1285	371
100	100	1214	218
100	100	1121	448
100	100	1220	455
100	100	1249	430
100	100	1269	127
100	100	1175	287
100	100	1126	347
100	100	1296	244
100	100	1333	524
100	100	1296	227
100	100	1174	259
100	100	1196	213
100	100	1209	396
100	100	1141	108
100	100	1183	353
100	100	1220	500
100	100	1179	418
100	100	1253	524
100	100	1254	384
100	100	1266	509
100	100	1328	559
100	100	1248	401
100	100	1136	421
100	100	1207	372
100	100	1224	249
100	100	1205	357
100	100	1249	324
100	100	1158	457
100	100	1227	483
100	100	1269	383
100	100	1327	425
100	100	1350	213
100	100	1195	146
100	100	1225	208
100	100	1267	126
100	100	1313	181
100	100	1241	403
100	100	1291	256
100	100	1243	400
100	100	1247	417
100	100	1284	472
100	100	1232	419
100	100	1214	345
100	100	1253	278
100	100	1154	421
100	100	1254	238
100	100	1190	342
100	100	1282	395
100	100	1249	503
100	100	1247	487
100	100	1281	398
100	100	1312	428
100	100	1200	375
100	100	1302	431
100	100	1259	191
100	100	1266	154
100	100	1209	368
100	100	1308	320
100	100	1288	445
100	100	1189	457
100	100	1235	196
100	100	1261	168
100	100	1266	382
100	100	1269	295
100	100	1202	340
100	100	1369	527
100	100	1164	337
100	100	1260	390
100	100	1266	463
100	100	1269	323
100	100	1179	436
100	100	1189	372
100	100	1303	441
100	100	1274	333
100	100	1342	180
100	100	1263	503
100	100	1207	334
100	100	1230	359
100	100	1287	428
100	100	1232	431
100	100	1202	482
100	100	1339	373
100	100	1318	521
