100	100	2612	496
100	100	2578	555
100	100	2611	496
100	100	2627	361
100	100	2662	560
100	100	2592	440
100	100	2647	442
100	100	2652	224
100	100	2613	494
100	100	2575	499
100	100	2642	121
100	100	2659	418
100	100	2616	482
100	100	2642	414
100	100	2628	384
100	100	2642	518
100	100	2589	537
100	100	2605	565
100	100	2647	557
100	100	2610	340
100	100	2605	313
100	100	2612	456
100	100	2598	351
100	100	2600	462
100	100	2608	429
100	100	2556	535
100	100	2539	381
100	100	2639	449
100	100	2660	437
100	100	2650	491
100	100	2592	482
100	100	2600	436
100	100	2598	284
100	100	2611	595
100	100	2610	468
100	100	2582	660
100	100	2651	520
100	100	2624	450
100	100	2582	593
100	100	2580	505
100	100	2514	459
100	100	2538	454
100	100	2641	365
100	100	2650	251
100	100	2700	452
100	100	2673	351
100	100	2597	609
100	100	2579	446
100	100	2715	557
100	100	2606	499
100	100	2622	507
100	100	2670	256
100	100	2639	413
100	100	2662	336
100	100	2608	438
100	100	2554	415
100	100	2559	348
100	100	2633	459
100	100	2623	136
100	100	2628	500
100	100	2704	483
100	100	2663	292
100	100	2728	462
100	100	2627	394
100	100	2693	410
100	100	2582	386
100	100	2635	291
100	100	2610	402
100	100	2612	423
100	100	2650	405
100	100	2604	415
100	100	2588	503
100	100	2696	362
100	100	2667	426
100	100	2678	403
100	100	2625	407
100	100	2532	330
100	100	2578	569
100	100	2648	362
100	100	2667	320
100	100	2623	398
100	100	2624	446
100	100	2709	319
100	100	2594	127
100	100	2732	366
100	100	2538	338
100	100	2681	279
100	100	2625	326
100	100	2620	339
100	100	2686	339
100	100	2569	117
100	100	2675	349
100	100	2624	272
100	100	2559	239
100	100	2643	436
100	100	2690	353
100	100	2651	192
100	100	2676	374
100	100	2581	335
100	100	2645	320
100	100	2664	439
100	100	2648	125
100	100	2624	216
100	100	2524	307
100	100	2673	296
100	100	2590	389
100	100	2681	422
100	100	2679	311
100	100	2608	344
100	100	2657	556
100	100	2631	338
100	100	2575	284
100	100	2636	280
100	100	2666	305
100	100	2686	616
100	100	2648	423
100	100	2675	364
100	100	2669	410
100	100	2679	322
100	100	2689	616
100	100	2633	677
100	100	2629	378
100	100	2654	540
100	100	2634	574
100	100	2678	416
100	100	2616	219
100	100	2633	347
100	100	2694	304
100	100	2603	351
100	100	2653	264
100	100	2637	324
100	100	2592	279
100	100	2696	395
100	100	2657	314
100	100	2615	226
100	100	2616	331
100	100	2685	477
100	100	2626	414
100	100	2655	406
100	100	2666	523
100	100	2633	346
100	100	2674	533
100	100	2675	294
100	100	2693	318
100	100	2700	469
100	100	2672	402
100	100	2700	411
100	100	2586	605
100	100	2582	332
100	100	2665	534
100	100	2626	442
100	100	2708	350
100	100	2502	241
100	100	2658	266
100	100	2623	272
100	100	2623	331
100	100	2645	349
100	100	2602	276
100	100	2660	427
100	100	2695	435
100	100	2650	325
100	100	2589	525
100	100	2640	188
100	100	2640	490
100	100	2583	233
100	100	2612	212
100	100	2607	230
100	100	2645	171
100	100	2556	226
100	100	2644	223
100	100	2628	274
100	100	2571	341
100	100	2667	381
100	100	2677	524
100	100	2668	323
100	100	2670	190
100	100	2654	541
100	100	2687	213
100	100	2629	217
100	100	2560	311
100	100	2597	348
100	100	2634	355
100	100	2656	370
100	100	2588	277
100	100	2618	324
100	100	2562	210
100	100	2545	575
100	100	2635	267
100	100	2656	308
100	100	2654	218
100	100	2596	214
100	100	2684	287
100	100	2694	368
100	100	2642	248
100	100	2630	413
100	100	2609	144
100	100	2604	232
100	100	2566	375
100	100	2659	346
100	100	2595	264
100	100	2640	275
100	100	2622	247
100	100	2568	271
100	100	2513	385
100	100	2698	400
100	100	2609	466
100	100	2588	547
100	100	2689	487
100	100	2635	374
100	100	2669	397
100	100	2640	249
100	100	2597	442
100	100	2591	449
100	100	2652	463
100	100	2676	157
100	100	2585	292
100	100	2519	323
100	100	2688	282
100	100	2681	566
100	100	2667	252
100	100	2593	225
100	100	2608	222
100	100	2617	393
100	100	2586	94
100	100	2601	340
100	100	2640	513
100	100	2599	433
100	100	2642	523
100	100	2601	375
100	100	2666	582
100	100	2631	527
100	100	2588	392
100	100	2601	408
100	100	2624	364
100	100	2631	232
100	100	2648	378
100	100	2664	360
100	100	2588	431
100	100	2605	471
100	100	2649	408
100	100	2695	456
100	100	2711	255
100	100	2584	146
100	100	2598	201
100	100	2649	138
100	100	2684	228
100	100	2671	396
100	100	2681	290
100	100	2635	406
100	100	2631	412
100	100	2668	471
100	100	2658	434
100	100	2592	348
100	100	2614	260
100	100	2592	417
100	100	2637	211
100	100	2643	335
100	100	2634	407
100	100	2593	504
100	100	2645	471
100	100	2663	416
100	100	2657	424
100	100	2653	358
100	100	2669	458
100	100	2675	234
100	100	2669	193
100	100	2649	371
100	100	2645	307
100	100	2626	455
100	100	2519	422
100	100	2635	236
100	100	2657	189
100	100	2652	401
100	100	2649	291
100	100	2617	337
100	100	2653	554
100	100	2554	297
100	100	2650	428
100	100	2624	497
100	100	2676	376
100	100	2623	453
100	100	2592	362
100	100	2669	503
100	100	2639	326
100	100	2706	211
100	100	2639	519
100	100	2655	353
100	100	2577	366
100	100	2694	474
100	100	2677	487
100	100	2626	495
100	100	2724	429
100	100	2675	559
